id,page_no,maker,title,recall_id,ctype,maker_detail,car_name,car_name_full,생산기간,시정기간,대상수량,장치분류,결함내용,시정방법,기타문의
1248,447,비엠더블유,BMW 128i 등 22차종 - 블로우바이히터 관련 리콜,3086,O,비엠더블유코리아(주),"BMW 128i, 323i, 325i, 325xi, 328i, 328xi, 330i, 330xi, 523i, 525i, 525xi, 528xi, 530i, 530xi, 730i, 730Li, X3 3.0i, X3 3.0si, X5 xDrive30i, Z4 3.0i, Z4 3.0si, 528i","BMW 128i, 323i, 325i, 325xi, 328i, 328xi, 330i, 330xi, 523i, 525i, 525xi, 528xi, 530i, 530xi, 730i, 730Li, X3 3.0i, X3 3.0si, X5 xDrive30i, Z4 3.0i, Z4 3.0si, 528i",2004-11-24 ~ 2011-06-30,2019-04-29 ~,"2,045 대",원동기(엔진),"생산공정상 문제로 인한 블로우바이히터 생산 불량으로 엔진 경고등이 점등되며 극히 드문 경우 블로우바이히터가 가열되어 녹는 경우 화재가 발생할 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
128i: 2008.03.27~2008.05.19
323i: 2009.04.17 323i: 2005.10.26
323i: 2006.09.04~2007.11.14
325i: 2004.12.15~2005.12.20
325i: 2005.04.27~2006.08.17
325i: 2005.09.15~2006.05.10
325xi: 2005.11.22~2006.08.28
328i: 2008.08.21
328i: 2006.09.16
328i: 2006.06.26~2007.11.12
328i: 2007.05.30
328xi: 2009.10.16~2011.05.13
328xi: 2006.09.05~2006.12.08
328xi: 2009.01.22
330i: 2004.11.24~2005.12.17
330i: 2005.03.04~2006.05.16
330xi: 2005.10.26~2006.06.02
523i: 2005.02.18~2005.12.20
525i: 2005.03.18~2005.12.21
525i: 2005.03.07~2006.06.24
525xi: 2005.07.28~2005.12.21
528xi: 2009.09.04~2009.11.09
530i: 2005.03.17~2005.12.21
530i: 2005.04.01
530i: 2005.03.14~2006.03.13
530i: 2005.06.17~2006.11.02
530xi: 2005.07.06
730i: 2005.03.11~2005.12.08
730Li: 2005.03.11~2005.12.13
X3 3.0i: 2007.07.16~2007.09.07
X3 3.0i: 2011.03.09~2011.06.30
X3 3.0si: 2006.09.17
X5 xDrive30i: 2007.02.02~2008.08.04
X5 xDrive30i: 2009.10.12
Z4 3.0i: 2006.03.01~2006.07.19
Z4 3.0si: 2006.03.30~2006.09.19
Z4 3.0si: 2006.07.25
528i: 2008.05.13",블로우바이히터를 교체,비엠더블유 고객센터 080-269-5181
1249,448,비엠더블유,BMW 120d 등 9차종 - B+ 케이블 관련 리콜,3085,O,비엠더블유코리아(주),"BMW 120d,  318d,  318d Touring,  320d,  320d ED,  320xd,  X1 xDrive18d,  X1 xDrive20d,  X1 xDrive23d","BMW 120d,  318d,  318d Touring,  320d,  320d ED,  320xd,  X1 xDrive18d,  X1 xDrive20d,  X1 xDrive23d",2009-12-01 ~ 2011-10-10,2019-04-29 ~,"5,428 대",전기장치,"차량의 진동과 전기장치 사용에 따른 높은 부하로 인하여 B+ 케이블 접촉 단자의 주석 코팅이 마모될 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
120d: 2009.12.23~2011.09.29
318d: 2010.05.12~2011.06.15
318d Touring: 2010.04.23~2010.10.14
320d: 2010.02.11~2010.02.11
320d: 2009.12.01~2010.03.16
320d: 2010.03.12~2011.10.10
320d ED: 2010.05.31~2011.06.17
320xd: 2010.01.28~2010.01.28
X1 xDrive18d: 2010.03.11~2011.06.17
X1 xDrive20d: 2009.12.22~2011.08.10
X1 xDrive23d: 2009.12.23~2011.04.21","B+ 케이블의 접촉단자가 은 코팅된 것으로 교체 
<*다른 수리로 인하여 개선품이 장착되어 있는 경우 별도 추가 조치는 필요하지 않습니다.>",비엠더블유 고객센터 080-269-5181
1250,448,비엠더블유,이륜차 BMW C600Sport 등 3차종 - 전면 브레이크 호스 관련 리콜,3083,O,비엠더블유코리아(주),"BMW C600Sport, BMW C650Sport, BMW C650GT","BMW C600Sport, BMW C650Sport, BMW C650GT",2012-03-12 ~ 2018-08-23,2019-04-26 ~,"2,455 대",제동장치,"차량의 핸들 바를 반복적으로 좌우로 움직이면 전면 브레이크 호스가 손상될 가능성에 따른 리콜
<*대상차량별 생산일자>
BMW C600Sport: 2012.03.12~2015.06.12
BMW C650Sport: 2016.03.02~2018.08.23
BMW C650GT: 2012.03.21~2015.06.23
BMW C650GT: 2013.10.30
BMW C650GT: 2016.03.15~2018.08.21",전면 브레이크 호스를 교환,BMW Motorrad 고객센터 080-269-5005
1251,448,벤츠코리아,E 220D 4MATIC 등 6차종 - 전동식 파워 스티어링 위치 센서 관련 리콜,3090,O,메르세데스벤츠코리아(주),"E 220D 4MATIC, E300 4MATIC, AMG E 63 4MATIC, GLC 300 4MATIC, AMG GLC 43 4MATIC, GLC 350 E 4MATIC","E 220D 4MATIC, E300 4MATIC, AMG E 63 4MATIC, GLC 300 4MATIC, AMG GLC 43 4MATIC, GLC 350 E 4MATIC",2018-07-11 ~ 2018-08-08,2019-04-25 ~,38 대,조향장치,"특정 차량의 전동식 파워 스티어링 위치 센서가 사양을 충족하지 못하여 파워 스티어링 내의 전기 모터의 로터(rotor) 위치를 제대로 감지하지 못해 전동식 파워 스티어링 기능이 작동되지 않을 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
E 220D 4MATIC: 2018.07.16~2018.07.31
E300 4MATIC: 2018.07.11~2018.08.01
AMG E 63 4MATIC: 2018.08.02
GLC 300 4MATIC: 2018.08.01~2018.08.08
AMG GLC 43 4MATIC: 2018.07.26~2018.07.28
GLC 350 E 4MATIC: 2018.07.18~2018.07.24",파워 스티어링 교체,벤츠코리아 고객센터 080-001-1886
1252,448,벤츠코리아,CLA 220 - 우측도어 잠금장치 관련 리콜,3089,O,메르세데스벤츠코리아(주),CLA 220,CLA 220,2018-07-18 ~ 2018-07-18,2019-04-25 ~,1 대,차대(프레임)/차체,"공급 업체의 생산 공정상의 오류로 인해, 다른 차량의 사양에 맞는 부품(Actuating lever)이 전방 우측 도어(조수석) 잠금장치에 설치되어 잠기지 않은 전방 우측 도어(조수석)를 외부 손잡이를 이용해 열지 못할 수 있는 가능성에 따른 리콜",석전방 우측도어(조수석) 잠금장치 교체,벤츠코리아 고객센터 080-001-1886
1253,449,비엠더블유,530i 등 2차종 - 크랭크 샤프트 포지션 센서 관련 리콜,3087,O,비엠더블유코리아(주),"BMW 530i, 520i","BMW 530i, 520i",2018-07-09 ~ 2018-07-10,2019-04-25 ~,18 대,원동기(엔진),"크랭크 샤프트 포지션 센서 제조 불량으로 엔진 출력 제한이 올 수 있으며 극히 드문 경우 시동이 꺼질 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
530i: 2018.07.09
520i: 2018.07.09~2018.07.10",정상적으로 생산된 크랭크 샤프트 포지션 센서로 교체,비엠더블유 고객센터 080-269-5181
1254,449,현대,벨로스터 등 2차종 - 도어래치 하우징 및 케이블 관련 리콜,3082,O,현대자동차(주),"벨로스터(JS), 벨로스터N(JS N)","벨로스터(JS), 벨로스터N(JS N)",2018-02-03 ~ 2019-02-21,2019-04-25 ~,"4,642 대",승차 및 실내장치,"안전기준보다 가혹조건으로 운전석 측면 고속 충돌 시 운전석 도어 열림 가능성이 발견됨에 따른 리콜
<*대상차량별 생산일자>
벨로스터(JS): 2018.02.03~2019.01.26
벨로스터N(JS N): 2018.06.18~2019.02.21",운전석 도어래치(도어 잠금장치) 및 로어채널(도어 글라스 승하강 가이드) 교환,현대자동차 고객센터 080-600-6000 / 예약센터 1899-0600
1255,449,볼보코리아,S90 - 앞 좌석 시트 레일 관련 리콜,3079,O,(주)볼보자동차코리아,S90,S90,2018-05-15 ~ 2018-09-19,2019-04-19 ~,142 대,승차 및 실내장치,일부 차량에서 부품 생산업체의 공정상의 오류로 인해 앞 좌석 시트 레일의 플랜지 너트가 누락된 채로 납품되어 차랴엥 조립된 것이 확인됨에 따른 리콜,운전석과 조수석 양쪽 시트 레일을 점검한 뒤 플랜지 너트의 누락이 확인된 경우 해당 부품을 조립,볼보코리아 고객센터 02-1588-1777
1256,451,벤츠코리아,A 200 등2차종 - 후방 안개등 관련 리콜,3053,O,메르세데스벤츠코리아(주),"A 200, AMG A 45 4MATIC","A 200, AMG A 45 4MATIC",2015-06-12 ~ 2018-02-26,2019-04-15 ~,"4,596 대",등화장치,"공급업체의 생산 편차로 후방 안개등이 규정에 맞지 않게 제작되었을 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
A 200: 2015.08.13~2018.02.19
AMG A 45 4MATIC: 2015.06.12~2018.02.26",후방 안개등 교체,벤츠코리아 고객센터 080-001-1886
1257,452,현대,그랜드 스타렉스 - ECU 관련 리콜,3071,O,현대자동차(주),그랜드 스타렉스(TQ) 웨건 17인치 사양,그랜드 스타렉스(TQ) 웨건 17인치 사양,2013-08-16 ~ 2019-03-23,2019-04-12 ~,"54,161 대",원동기(엔진),17인치 타이어 장착 차량에서 최고속도제한 법규 기준을 초과하는 부적합 (안전기준 제54조) 결함이 존재함에 따른 리콜,ECU 프로그램 업데이트,현대자동차 고객센터 080-600-6000 / 예약센터 1899-0600
1258,452,벤츠코리아,B 220 - 상향등 관련 리콜,3098,O,메르세데스벤츠코리아(주),B 220,B 220,2018-12-18 ~ 2018-12-18,2019-04-05 ~,2 대,등화장치,생성 공정상의 오류로 상향등(주행빔) 관련 컨트롤 유닛의 소프트웨어가 사양에 맞지 않아 일시적으로 상향등 레버를 통해 상향등을 끄지 못할 수 있는 가능성에 따른 리콜,상향등 관련 컨트롤 유닛의 소프트웨어 업데이트,벤츠코리아 고객센터 080-001-1886
1259,452,벤츠,GLE 300 d 4MATIC 등 2차종 - 테일게이트 관련 리콜,3081,O,메르세데스벤츠코리아(주),"GLE 300 d 4MATIC, GLE 400 d 4MATIC","GLE 300 d 4MATIC, GLE 400 d 4MATIC",2018-07-12 ~ 2018-07-29,2019-04-05 ~,2 대,차대(프레임)/차체,"생성 공정 상의 오류로 특정 기간에 생산된 테일게이트의 자동개폐장치(스핀들드라이브)가 사양에 맞지 않을 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
GLE 300 d 4MATIC: 2018.07.12
GLE 400 d 4MATIC: 2018.07.29",테일게이트 스핀들 드라이브 점검 및 필요 시 교체,벤츠코리아 고객센터 080-001-1886
1260,452,벤츠,AMG C 63 - 견인고리 등 기타장치 관련 리콜,3070,O,메르세데스벤츠코리아(주),AMG C 63,AMG C 63,2018-02-04 ~ 2018-02-04,2019-04-05 ~,1 대,기타장치,"생산공정상의 오류로 온보드 툴키트(견인고리, 타이어핏, 컴프레서)가 트렁크 내에 탑재되지 않았을 수 있는 가능성에 따른 리콜",온보드 툴키트 확인 후 필요 시 추가,벤츠코리아 고객센터 080-001-1886
1261,453,벤츠코리아,GLA 220 등 2차종 - 파노라마 선루프 관련 리콜,3065,O,메르세데스벤츠코리아(주),"GLA 220, GLA 250 4MATIC","GLA 220, GLA 250 4MATIC",2018-06-25 ~ 2018-07-18,2019-04-05 ~,29 대,차대(프레임)/차체,"특정 대상차량에 파노라마 선루프 접착제가 제대로 도포되지 않은 경우, 약간의 누수가 발생할 수 있고 이로 인하여 윈도우 에어백 근처에 습기가 차게 되면, 점화 장치 손상 발생되어 에어백이 의도대로 전개되지 않을 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
GLA 220: 2018.06.25~2018.07.18
GLA 250 4MATIC: 2018.07.11~2018.07.16","파노라마 선루프 누수  및 부식 점검, 필요 시 선루프 재작업 및 윈도우 에어백 교체",벤츠코리아 고객센터 080-001-1886
1262,453,비엠더블유,Z4 xDrive 20i - 가속페달 모듈 관련 리콜,3113,O,비엠더블유코리아(주),Z4 xDrive 20i,Z4 xDrive 20i,2018-11-19 ~ 2019-02-04,2019-04-01 ~,47 대,주행장치,가속페달 모듈의 조립과정 오류로 가속페달 모듈의 배선이 올바르게 설치되지 않을 수 있는 가능성에 따른 리콜,"가속페달 모듈의 배선 장착 상태를 점검하고, 잘못 설치된 경우 재배치",비엠더블유 대표번호 080-269-5181
1263,453,비엠더블유,X7 xDrive30d - 2열 시트레일의 고정볼트 체결 부 관련 리콜,3112,O,비엠더블유코리아(주),X7 xDrive30d,X7 xDrive30d,2018-12-22 ~ 2019-01-02,2019-04-01 ~,6 대,승차 및 실내장치,차량 생산 과정 중 작업 오류로 인하여 2열 시트레일의 고정볼트 체결부가 규정토크(42Nm)에 맞지 않게 덜 조여져 주행 시 달가락 거리는 소음이 나거나 시트가 차체에 완전히 고정되지 않을 수 있는 가능성에 따른 리콜,2열 시트레일의 고정볼트를 교체하고 규정 된 조임 토크 값(42Nm)으로 조임,비엠더블유 대표번호 080-269-5181
1264,455,기아,K5 등 3차종 - 고압 연료 파이프 관련 리콜,3057,O,기아 주식회사,"K5(TF), K7(VG), 스포티지(SL)","K5(TF), K7(VG), 스포티지(SL)",2010-05-31 ~ 2013-08-01,2019-03-22 ~ 2020-09-22,"2,876 대",원동기(엔진),"엔진 교환 작업 중 고압 연료 파이프를 고압펌프에 장착 시 일부 차량 정비 작업 미흡으로 고압 연료 파이프 연결부 기밀력 저하가 발생할 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자는 상이할 수 있으니 자세한 사항은 제작사측에 문의주시기 바랍니다.>",고압 연료 파이프 체결부 누유 점검 후 필요 시 고압 연료파이프 교환,기아자동차 고객센터 080-200-2000
1265,455,벤츠코리아,AMG C 43 4MATIC 등 43차종 - SOS 비상전화시스템 관련 리콜,3054,O,메르세데스벤츠코리아(주),"AMG C 43 4MATIC, AMG C 43 4MATIC Cabriolet, AMG C 63, AMG C 63 Coupe. AMG C 63 Cabriolet, AMG C 63 S Coupe, AMG E 43 4MATICAMG E 63 4MATIC+, AMG GLC 43 4MATIC Coupe, AMG GLC 43 4MATIC, AMG S 63 4MATIC+, C 200, C 200 Coupe, C 200 Coupe, C 200 4MATIC, C 200","AMG C 43 4MATIC, AMG C 43 4MATIC Cabriolet, AMG C 63, AMG C 63 Coupe. AMG C 63 Cabriolet, AMG C 63 S Coupe, AMG E 43 4MATICAMG E 63 4MATIC+, AMG GLC 43 4MATIC Coupe, AMG GLC 43 4MATIC, AMG S 63 4MATIC+, C 200, C 200 Coupe, C 200 Coupe, C 200 4MATIC, C 200 d, C 220 d, C 220 d 4MATIC, C 250 d 4MATIC, CLS 400 d 4MATIC, E 200, E 220 D, E 220 D Coupe, E 220 D 4MATIC, E 300E 300 4MATIC, E 400, E 400 4MATIC, E 400 4MATIC Coupe, GLC 220 d 4MATIC Coupe, GLC 220 d 4MATIC, GLC 250 d 4MATIC Coupe, GLC 250 d 4MATIC, GLC 350 e 4MATIC, MAYBACH S 560 4MATIC, S 350 D, S 350 d 4MATIC, S 400 D, S 400 D 4MATIC, S 450 4MATICS 450 L, S 560, S 560 4MATIC",2017-03-21 ~ 2018-05-17,2019-03-20 ~,"37,562 대",기타장치,"SOS 비상 전화 시스템(eCall)을 위한 통신 모듈 소프트웨어에 오류가 있을 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
AMG C 43 4MATIC: 2017.07.31~2018.03.28
AMG C 43 4MATIC Cabriolet: 2017.10.18~2018.04.04
AMG C 63: 2017.07.31~2018.01.23
AMG C 63 Coupe: 2017.06.22~2018.04.03
AMG C 63 Cabriolet : 2018.01.15~2018.03.12
AMG C 63 S Coupe : 2017.05.31~2018.04.03
AMG E 43 4MATIC: 2017.06.22~2018.04.25
AMG E 63 4MATIC+ : 2017.11.17~2018.04.20
AMG GLC 43 4MATIC Coupe: 2017.08.04~2018.05.17
AMG GLC 43 4MATIC: 2017.06.11~2018.04.30
AMG S 63 4MATIC+ : 2017.06.21~2018.05.16
C 200: 2017.05.31~2018.05.03
C 200 Coupe: 2017.09.18~2018.05.16
C 200 Coupe: 2017.05.30~2018.05.15
C 200 4MATIC: 2017.10.14~2018.04.20
C 200 d: 2017.06.01~2018.03.09
C 220 d: 2017.05.31~2018.03.19
C 220 d 4MATIC: 2017.06.01~2018.04.13
C 250 d 4MATIC: 2017.06.14~2018.03.17
CLS 400 d 4MATIC: 2018.03.26
E 200: 2017.06.22~2018.05.15
E 220 D: 2017.06.29~2018.05.16
E 220 D Coupe: 2017.12.06~2018.05.17
E 220 D 4MATIC: 2017.07.07~2018.05.17
E 300: 2017.06.22~2018.05.15
E 300 4MATIC: 2017.06.22~2018.05.16
E 400: 2018.03.05~2018.05.17
E 400 4MATIC: 2017.06.24~2018.05.16
E 400 4MATIC Coupe: 2018.01.08~2018.04.09
GLC 220 d 4MATIC Coupe: 2017.06.01~2018.05.17
GLC 220 d 4MATIC: 2017.05.31~2018.05.17
GLC 250 d 4MATIC Coupe: 2017.06.03~2018.05.17
GLC 250 d 4MATIC: 2017.08.08~2018.05.17
GLC 350 e 4MATIC: 2017.10.10~2018.05.14
MAYBACH S 560 4MATIC: 2017.03.28~2018.05.15
S 350 D: 2017.10.07~2018.05.15
S 350 d 4MATIC: 2017.07.03~2018.05.16
S 400 D: 2017.11.29~2017.12.13
S 400 D 4MATIC: 2017.06.26~2018.05.16
S 450 4MATIC: 2017.07.03~2018.04.20
S 450 L: 2017.07.04~2017.12.18
S 560: 2017.11.17~2018.04.25
S 560 4MATIC: 2017.03.21~2018.05.14",차량으로 데이터 전송을 통해 원격으로 소프트웨어가 자동 업데이트 (서비스센터 방문 불필요),벤츠코리아 고객센터 080-001-1886
1266,456,벤츠코리아,AMG S 63 4MATIC Coupe 등 9차종 - 조향장치 관련 리콜,3102,O,메르세데스벤츠코리아(주),"AMG S 63 4MATIC Coupe, AMG S 63 4MATIC Cabriolet, AMG S 63 4MATIC+, MAYBACH S 560 4MATIC, S 350 d 4MATIC, S 400 4MATIC Coupe, S 450 4MATIC Coupe, S 400 D 4MATIC, S 450 4MATIC, S 560 4MATIC","AMG S 63 4MATIC Coupe, AMG S 63 4MATIC Cabriolet, AMG S 63 4MATIC+, MAYBACH S 560 4MATIC, S 350 d 4MATIC, S 400 4MATIC Coupe, S 450 4MATIC Coupe, S 400 D 4MATIC, S 450 4MATIC, S 560 4MATIC",2017-02-08 ~ 2018-07-09,2019-03-15 ~,"8,468 대",조향장치,"생산 공정의 편차로 핸드오프 감지(Hand-Off-Detection) 기능에 오류가 있을 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
AMG S 63 4MATIC Coupe: 2017.10.12~2018.06.07
AMG S 63 4MATIC Cabriolet: 2017.08.11~2018.05.23
AMG S 63 4MATIC+	: 2017.02.15~2018.06.13
MAYBACH S 560 4MATIC: 2017.02.08~2018.07.09
S 350 d 4MATIC: 2017.02.09~2018.06.21
S 400 4MATIC Coupe: 2018.03.24~2018.03.28
S 400 D 4MATIC: 2017.02.13~2018.06.05
S 450 4MATIC Coupe: 2017.10.19~2018.06.26
S 450 4MATIC: 2017.02.09~2018.05.07
S 560 4MATIC: 2017.02.10~2018.06.05",스티어링 컨트롤 유닛 소프트웨어 업데이트,벤츠코리아 고객센터 080-001-1886
1267,456,벤츠코리아,C 200 KOMPRESSOR 등 3차종 - 에어백 관련 리콜,3052,O,메르세데스벤츠코리아(주),"C 200 KOMPRESSOR, C 220 CDI, C 230","C 200 KOMPRESSOR, C 220 CDI, C 230",2007-01-31 ~ 2007-12-20,2019-03-15 ~,742 대,승차 및 실내장치,"특정 차량에 장착된 운전석 및 동반석 에어백에서 에어백 인플레이터 하우징이 과도한 내부 압력으로 인해 전개 시 파열 될 수 있는 가능성에 따른 리콜 

<*대상차량별 생산일자>
C 200 KOMPRESSOR: 2007.07.17~2007.12.20
C 220 CDI: 2007.01.31~2007.12.18
C 230: 2007.08.07~2007.12.07",질산구아니딘을 인플레이터 재료로 사용한 개선된 운전석 및 동반석 에어백으로 교체,벤츠코리아 고객센터 080-001-1886
1268,456,벤츠코리아,C 200 d 등 7차종 - 전조등 관련 리콜,3051,O,메르세데스벤츠코리아(주),"C 200 d, C 200 d, C 220 d, C 220 d 4MATIC, C 250 d 4MATIC, C 350 E, C 200 4Matic","C 200 d, C 200 d, C 220 d, C 220 d 4MATIC, C 250 d 4MATIC, C 350 E, C 200 4Matic",2018-01-17 ~ 2018-05-14,2019-03-15 ~,882 대,등화장치,"생산 공정에서 하향등(변환빔)의 전조범위를 조정하는 장치가 마모되어 전조등 조사범위가 규정에 맞지 않게 생산되었을 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
C 200 d: 2018.03.01
C 200 d: 2018.01.17~2018.03.10
C 220 d: 2018.01.19~2018.03.22
C 220 d 4MATIC: 2018.01.19~2018.03.25
C 250 d 4MATIC: 2018.01.19~2018.03.23
C 350 E: 2018.01.22~2018.05.14
C 200 4Matic: 2018.03.20",전조등 점검 및 필요 시 교환,벤츠코리아 고객센터 080-001-1886
1269,457,벤츠코리아,GLC 300 d 4MATIC 등 3차종 - 리어스포일러 관련 리콜,3050,O,메르세데스벤츠코리아(주),"GLE 300 d 4MATIC, GLE 400 d 4MATIC, GLE 450 4MATIC","GLE 300 d 4MATIC, GLE 400 d 4MATIC, GLE 450 4MATIC",2018-07-11 ~ 2018-09-18,2019-03-15 ~,5 대,차대(프레임)/차체,"공급업체의 생산 공정상의 오류로 리어스포일러가 사양에 맞지 않게 제작되어 리어스포일러의 위쪽 부분이 스포일러 본체에 제대로 용접되어 있지 않을 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
GLE 300 d 4MATIC: 2018.07.12
GLE 400 d 4MATIC: 2018.07.11~2018.07.29
GLE 450 4MATIC: 2018.07.11~2018.09.18",리어스포일러 교체,벤츠코리아 고객센터 080-001-1886
1270,457,벤츠코리아,AMG S 63 4MATIC Coupe 등 9차종 - 조향장치 관련 리콜,3049,O,메르세데스벤츠코리아(주),"AMG S 63 4MATIC Coupe, AMG S 63 4MATIC Cabriolet, AMG S 63 4MATIC+, MAYBACH S 560 4MATIC, S 350 d 4MATIC, S 400 4MATIC Coupe, S 450 4MATIC Coupe, S 400 D 4MATIC, S 450 4MATIC, S 560 4MATIC","AMG S 63 4MATIC Coupe, AMG S 63 4MATIC Cabriolet, AMG S 63 4MATIC+, MAYBACH S 560 4MATIC, S 350 d 4MATIC, S 400 4MATIC Coupe, S 450 4MATIC Coupe, S 400 D 4MATIC, S 450 4MATIC, S 560 4MATIC",2017-02-08 ~ 2018-07-09,2019-03-15 ~,"8,468 대",조향장치,"생산 공정의 편차로 핸드오프 감지(Hand-Off-Detection) 기능에 오류가 있을 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
AMG S 63 4MATIC Coupe: 2017.10.12~2018.06.07
AMG S 63 4MATIC Cabriolet: 2017.08.11~2018.05.23
AMG S 63 4MATIC+	: 2017.02.15~2018.06.13
MAYBACH S 560 4MATIC: 2017.02.08~2018.07.09
S 350 d 4MATIC: 2017.02.09~2018.06.21
S 400 4MATIC Coupe: 2018.03.24~2018.03.28
S 400 D 4MATIC: 2017.02.13~2018.06.05
S 450 4MATIC Coupe: 2017.10.19~2018.06.26
S 450 4MATIC: 2017.02.09~2018.05.07
S 560 4MATIC: 2017.02.10~2018.06.05",스티어링 부트의 위치 확인 및 필요 시 조정,벤츠코리아 고객센터 080-001-1886
1271,458,비엠더블유,BMW X5 xDrive 30d - 운전석 안전벨트 고정장치 관련 리콜,3107,O,비엠더블유코리아(주),BMW X5 xDrive 30d,BMW X5 xDrive 30d,2018-10-23 ~ 2018-10-23,2019-03-12 ~,1 대,승차 및 실내장치,"운전석 안전벨트의 고정볼트가 규정된 조임 토크값(42Nm)보다 덜 조여진 상태로 생산되어 사고와 같은 상황 발생 시 안전벨트가 운전자를 완벽하게 지지하지 못하여 부상 가능성이 있으며, 안전벨트 고정장치의 고정볼트가 덜 조여졌을 경우 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제103조를 충족시키지 못함이 발견됨에 따른 리콜",안전벨트 고정 볼트를 점검하고 정상적으로 체결되어 있지 않은 경우 고정볼트를 교체하고 규정된 조임 토크 값(42Nm)으로 조임,비엠더블유 고객센터 080-001-1886
1272,458,비엠더블유,330i 등 10차종 - 크랭크 샤프트 포지션 센서 관련 리콜,3038,O,비엠더블유코리아(주),"330i, 420i Coupe, 420i Gran Coupe, 430i Convertible, 430i Coupe, 520i, 530i, 530i xDrive, 540i xDrive, 740Li xDrive","330i, 420i Coupe, 420i Gran Coupe, 430i Convertible, 430i Coupe, 520i, 530i, 530i xDrive, 540i xDrive, 740Li xDrive",2018-05-16 ~ 2018-05-29,2019-03-12 ~,133 대,원동기(엔진),"크랭크 샤프트 포지션 센서 제조 불량으로 엔진 출력 제한이 올 수 있으며 극히 드문 경우 시동이 꺼질 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
330i: 2018.05.17~2018.05.28
420i Coupe: 2018.05.29
420i Gran Coupe: 2018.05.16~2018.05.29
430i Convertible: 2018.05.18~2018.05.25
430i Coupe: 2018.05.17~2018.05.28
520i: 2018.05.17~2018.05.22
530i: 2018.05.18~2018.05.22
530i xDrive: 2018.05.17~2018.05.18
540i xDrive: 2018.05.17~2018.05.18
740Li xDrive: 2018.05.17",정성적으로 생산된 크랭크 샤프트 포지션 센서로 교체,비엠더블유 고객센터 080-269-5181
